23051, 52326
96739, 52004
28554, 51403
187217, 51316
49077, 49230
98598, 49230
173025, 49230
2224, 49228
81674, 49192
188118, 48999
207017, 48901
249844, 48220
97, 48178
101730, 48178
24298, 47937
53837, 47755
15340, 47368
206047, 46459
16660, 46373
1731, 46212
149042, 45419
225036, 45419
19437, 44948
56860, 44818
41188, 44649
8644, 42679
90047, 42375
169286, 42375
24191, 41962
6900, 40501
61201, 39590
10433, 37370
105729, 36876
132586, 36489
9619, 36039
278861, 35661
175329, 35391
217932, 35391
65301, 34936
162585, 34919
151804, 34265
2270, 34197
83066, 33975
110490, 33975
27454, 33922
213995, 33759
68056, 33233
79630, 33046
90868, 33046
290448, 32991
155975, 32733
103116, 31523
119802, 31523
177581, 30979
296219, 30718
109495, 30686
15214, 29747
48390, 29151
269901, 29151
285977, 29151
31102, 28522
191701, 28522
71792, 28432
27255, 26512
160866, 26271
85765, 25549
271171, 24343
60666, 23925
271987, 23902
207664, 23826
77101, 23787
216093, 23717
82591, 23270
95529, 23270
248456, 23195
213431, 22651
160710, 22577
163653, 22577
189552, 22577
203549, 22577
259164, 22577
24082, 22496
19717, 22130
37685, 22130
27884, 22062
95161, 22062
77348, 21963
26504, 21959
78620, 21385
201990, 21333
17490, 21210
179134, 21210
30124, 21208
5484, 21089
8109, 20990
11276, 20877
80450, 20877
266568, 20877
283492, 20823
16651, 20758
40154, 20747
37718, 20738
150536, 20617
215446, 20617
26513, 20466
156064, 20464
4628, 20335
284391, 20335
118373, 20329
6210, 20315
249571, 20200
95101, 20198
67786, 20148
52810, 20006
72543, 20006
76843, 20006
167429, 20006
262145, 20006
151944, 19900
20224, 19896
252535, 19890
107049, 19874
246713, 19830
271402, 19830
175613, 19735
54870, 19669
170966, 19598
117947, 19481
178711, 19481
171674, 19457
9114, 19432
133601, 19259
10539, 19230
84087, 19230
10574, 19082
44160, 19051
109289, 19051
264942, 18763
22718, 18725
124413, 18718
235941, 18704
44673, 18697
179139, 18695
48002, 18486
193502, 18486
134073, 18168
199509, 18168
6237, 18134
35357, 18129
240246, 18129
39567, 18111
78172, 18077
162920, 18037
259787, 18037
44674, 18025
1645, 18004
153601, 17988
162823, 17988
1299, 17831
204935, 17831
238076, 17831
5129, 17801
225517, 17785
120608, 17753
46838, 17738
75665, 17717
28629, 17613
41402, 17613
43391, 17613
151875, 17613
161659, 17613
169788, 17601
256492, 17601
197631, 17580
93324, 17564
84642, 17547
165867, 17547
160807, 17469
60670, 17369
68145, 17369
36960, 17358
28984, 17311
43710, 17308
142857, 17202
5079, 17162
87911, 17162
98914, 17111
234340, 17111
19762, 17080
265895, 16993
93687, 16919
88305, 16910
14478, 16894
41200, 16892
51792, 16844
173808, 16844
24119, 16790
247792, 16732
56881, 16707
179682, 16607
38391, 16561
68398, 16555
175111, 16540
259038, 16540
97292, 16535
134101, 16219
261497, 16191
147840, 16151
6164, 16113
99606, 16086
173484, 16053
229955, 16053
162024, 15947
223913, 15940
285251, 15925
9273, 15881
141639, 15874
19090, 15834
52956, 15834
71688, 15781
27571, 15765
205109, 15692
81511, 15618
191024, 15618
241610, 15606
18829, 15559
166371, 15516
267999, 15516
273335, 15516
277062, 15516
225549, 15508
177614, 15487
161732, 15448
286842, 15448
23421, 15398
25537, 15397
67931, 15341
62341, 15332
285678, 15332
261013, 15306
252872, 15294
34243, 15274
75315, 15274
243966, 15274
271460, 15274
108219, 15223
29922, 15163
69053, 15152
133823, 15150
2174, 15149
29502, 15149
43513, 15140
80453, 15130
144307, 15100
29244, 15052
23536, 15051
5447, 15047
10861, 15033
261542, 15004
13504, 14987
172824, 14958
37224, 14891
22446, 14873
65566, 14864
140859, 14864
282330, 14863
68072, 14816
99564, 14792
16227, 14771
122883, 14763
266199, 14763
287830, 14763
22896, 14759
68015, 14759
268561, 14759
276120, 14759
260973, 14700
264072, 14698
292632, 14698
276753, 14684
237063, 14673
9107, 14629
115087, 14629
139986, 14629
181642, 14628
15097, 14607
15792, 14607
199898, 14607
207883, 14607
171405, 14577
18907, 14563
284021, 14540
249326, 14530
13014, 14508
31220, 14508
41294, 14508
45488, 14508
64941, 14508
87285, 14508
124553, 14508
134991, 14508
172591, 14508
4189, 14458
19719, 14458
29020, 14458
71617, 14458
93437, 14458
152018, 14458
175522, 14458
199562, 14458
257438, 14458
277171, 14458
83132, 14437
2533, 14403
73048, 14403
206594, 14400
142934, 14394
292857, 14394
83384, 14376
35336, 14360
77553, 14360
75350, 14334
96185, 14330
261562, 14316
11711, 14313
225309, 14264
99601, 14258
204758, 14258
250486, 14258
129078, 14243
167220, 14235
125788, 14232
15169, 14229
281870, 14206
3164, 14191
50881, 14164
157578, 14162
18325, 14156
136494, 14128
11363, 14097
72511, 14097
131263, 14097
250032, 14084
75296, 14081
154620, 14081
221518, 14081
282972, 14075
80042, 14072
173508, 14072
252860, 14065
69172, 14062
121785, 14062
1689, 14053
8237, 14048
48359, 14036
12073, 14002
91674, 13999
114041, 13984
286213, 13926
213229, 13919
239943, 13866
97393, 13852
250036, 13840
631, 13839
267445, 13832
111426, 13820
289198, 13815
12928, 13798
191651, 13798
88188, 13783
141087, 13783
5635, 13766
15643, 13766
91164, 13766
147820, 13766
240671, 13766
165339, 13751
71609, 13738
247266, 13738
80400, 13729
125446, 13729
242091, 13729
254077, 13729
61345, 13720
123436, 13720
243247, 13720
137378, 13718
268073, 13718
9445, 13711
42908, 13667
9468, 13655
141277, 13648
280967, 13648
21393, 13639
26977, 13639
79606, 13639
90709, 13639
171925, 13639
216590, 13639
184476, 13637
13493, 13636
279237, 13632
110291, 13615
19024, 13598
285457, 13588
107574, 13566
210652, 13566
49566, 13562
274184, 13557
30645, 13554
205567, 13554
93791, 13546
114927, 13546
127959, 13531
170610, 13531
53724, 13502
77051, 13502
12931, 13471
79688, 13467
4055, 13463
66990, 13463
125949, 13429
71354, 13398
198253, 13398
12416, 13390
28886, 13390
30383, 13390
36949, 13390
122302, 13390
146437, 13390
147748, 13390
170785, 13390
171591, 13390
213068, 13390
220110, 13390
277628, 13390
53305, 13359
66031, 13359
259283, 13359
125904, 13357
96316, 13355
80787, 13346
127210, 13346
189388, 13342
240506, 13342
260898, 13342
78781, 13310
40106, 13293
238447, 13293
133826, 13292
20608, 13291
258575, 13279
225516, 13277
73836, 13276
31634, 13264
264600, 13244
105548, 13243
143835, 13243
179589, 13239
25189, 13209
20653, 13192
25662, 13192
133763, 13192
216868, 13192
9490, 13174
114899, 13174
125267, 13174
175428, 13174
26455, 13147
242836, 13112
171070, 13110
6212, 13107
30452, 13107
148006, 13107
204024, 13107
104415, 13103
231473, 13103
293117, 13103
215077, 13057
15055, 13029
209007, 13029
57137, 13009
73185, 13009
91169, 13009
128944, 13009
212318, 13009
236585, 13009
13233, 13007
52144, 13007
255639, 13007
275314, 13007
281420, 13007
8733, 12979
16627, 12979
156890, 12967
62460, 12931
234445, 12931
247978, 12929
250448, 12926
24779, 12906
47242, 12902
176711, 12902
6967, 12901
23022, 12891
201381, 12883
15143, 12868
75619, 12868
52510, 12862
52645, 12858
4846, 12844
117565, 12843
261968, 12843
65462, 12839
44780, 12814
54068, 12814
65967, 12805
111245, 12805
205585, 12805
214546, 12766
68747, 12737
142626, 12695
261851, 12676
21564, 12662
120227, 12657
245670, 12632
32990, 12627
108157, 12610
277928, 12610
166640, 12607
80076, 12595
28278, 12572
203676, 12556
100045, 12525
58667, 12497
176677, 12497
65885, 12481
51349, 12469
53437, 12469
136275, 12469
43899, 12446
34078, 12425
193765, 12422
3651, 12404
189560, 12400
239785, 12400
258522, 12400
261624, 12400
268218, 12400
91440, 12399
19545, 12387
16510, 12380
20468, 12380
47296, 12380
62710, 12380
111306, 12380
214482, 12380
280464, 12380
58867, 12348
157120, 12335
204774, 12335
280538, 12335
117137, 12319
109778, 12307
22836, 12301
31816, 12301
134085, 12301
172927, 12301
180604, 12301
205703, 12301
267438, 12301
13121, 12298
42066, 12298
9809, 12288
97962, 12288
103537, 12269
155405, 12269
174759, 12267
192670, 12267
193733, 12267
197141, 12267
248423, 12239
54338, 12235
165345, 12235
84914, 12230
67021, 12212
11701, 12205
25198, 12205
61636, 12202
5798, 12192
63469, 12192
79432, 12192
20564, 12191
19959, 12190
187090, 12168
250891, 12168
83334, 12164
26346, 12151
118651, 12146
117568, 12144
204264, 12134
41532, 12126
36295, 12120
257376, 12120
245678, 12116
151841, 12097
158244, 12090
176001, 12090
25390, 12084
67677, 12084
165497, 12084
136446, 12076
145336, 12076
43287, 12050
160829, 12026
85237, 12004
2445, 11993
27643, 11988
265710, 11954
33658, 11953
55603, 11951
115722, 11951
193858, 11935
13461, 11928
193755, 11922
94199, 11920
249820, 11920
20110, 11894
292471, 11892
21358, 11882
158705, 11879
66674, 11857
204653, 11855
10331, 11850
107817, 11850
140759, 11847
169088, 11847
220208, 11834
186548, 11822
20491, 11820
208570, 11808
59567, 11773
194453, 11767
46970, 11758
30017, 11747
226886, 11742
8211, 11741
75411, 11726
11000, 11706
58549, 11673
15652, 11667
88089, 11633
25871, 11620
77555, 11609
285862, 11599
76540, 11592
101609, 11580
157914, 11568
52670, 11524
33173, 11518
90725, 11518
238537, 11505
64656, 11503
15982, 11478
141573, 11473
113416, 11462
142599, 11445
200908, 11445
218625, 11445
31673, 11410
98028, 11407
55267, 11405
109669, 11405
80378, 11402
86211, 11401
183708, 11395
197097, 11394
232553, 11394
165209, 11393
239996, 11393
160183, 11378
15869, 11329
1734, 11326
32652, 11326
154879, 11326
238113, 11307
198619, 11296
182037, 11288
35213, 11287
191714, 11286
35833, 11276
133772, 11276
32260, 11270
156872, 11270
579, 11259
90878, 11259
107548, 11258
16300, 11250
109434, 11241
169130, 11241
189990, 11232
232950, 11225
1702, 11205
47518, 11205
81203, 11204
170942, 11202
70642, 11197
220293, 11158
249203, 11147
164618, 11144
132475, 11119
180620, 11119
256245, 11119
254484, 11116
16644, 11074
2139, 11073
5476, 11072
237470, 11072
244108, 11072
36862, 11069
20830, 11057
256506, 11037
12016, 11029
17658, 11029
15758, 11012
11461, 11011
15500, 11011
17652, 11007
21578, 11007
13339, 11000
57340, 11000
164556, 10976
19179, 10974
13347, 10963
177408, 10963
27953, 10961
42044, 10947
96312, 10947
101451, 10947
111820, 10947
140211, 10947
145012, 10947
150942, 10947
169188, 10947
197736, 10947
201701, 10947
242682, 10937
40646, 10932
230720, 10920
112010, 10912
167500, 10912
41358, 10902
123315, 10873
18665, 10860
153437, 10854
7267, 10836
1957, 10834
56893, 10834
89572, 10834
134135, 10834
65497, 10831
54877, 10822
99883, 10822
106291, 10822
121853, 10798
1053, 10789
28147, 10783
9156, 10772
293115, 10714
118668, 10713
138706, 10711
46801, 10693
50105, 10693
32729, 10687
32949, 10680
106900, 10662
108261, 10638
152725, 10613
113450, 10597
46249, 10582
61896, 10578
63335, 10578
201190, 10572
9881, 10558
226050, 10558
67995, 10551
223773, 10551
173384, 10542
131400, 10532
155770, 10519
15733, 10497
133378, 10488
50144, 10486
18389, 10469
88133, 10465
131765, 10462
73888, 10456
2919, 10448
128010, 10448
154238, 10448
159223, 10448
235290, 10448
82181, 10441
147119, 10433
50353, 10392
43087, 10349
785, 10344
140806, 10330
181284, 10307
91800, 10281
36694, 10264
242411, 10256
209247, 10252
215075, 10243
151136, 10240
14856, 10234
21050, 10224
26887, 10223
31503, 10223
7823, 10203
60552, 10203
118362, 10203
177040, 10203
95212, 10197
196430, 10197
151276, 10186
13614, 10177
197813, 10161
5871, 10149
244720, 10149
17536, 10132
243222, 10122
263929, 10111
45590, 10110
40484, 10105
53255, 10105
169492, 10105
249980, 10105
5743, 10093
136027, 10091
130655, 10079
202579, 10078
9052, 10073
129608, 10073
261158, 10066
226245, 10052
230757, 10048
40096, 10039
6310, 10037
19346, 9996
27148, 9996
95048, 9987
53126, 9962
23690, 9936
52497, 9936
106010, 9936
114590, 9931
177368, 9931
254094, 9930
265435, 9930
64863, 9918
70691, 9908
106136, 9897
162049, 9896
27290, 9850
35012, 9834
123842, 9832
92495, 9829
103416, 9829
113093, 9829
200218, 9829
69788, 9825
80180, 9825
143099, 9821
235340, 9806
232684, 9802
38356, 9791
33929, 9779
34232, 9775
197205, 9759
35298, 9756
144527, 9753
61765, 9751
20058, 9737
108316, 9714
120488, 9712
220046, 9712
73832, 9701
21714, 9700
32595, 9700
65798, 9700
66876, 9700
79996, 9700
108180, 9700
113246, 9700
140557, 9700
204009, 9700
