548, 67279
24267, 62166
216265, 23180
101700, 17055
83571, 16538
51597, 15446
188009, 14936
9656, 14895
9416, 14819
71584, 14819
11788, 14578
20437, 14511
45669, 14082
3032, 14059
10483, 14059
106153, 13957
3122, 13932
4583, 13904
137102, 13832
1288, 13685
40997, 13380
4324, 13305
230566, 13124
262480, 12984
11589, 12828
43784, 12404
139384, 12333
234810, 12289
63204, 12205
77546, 11893
151950, 11849
53067, 11712
236755, 11628
114196, 11607
271932, 11582
57772, 11451
104447, 11450
130714, 11417
58570, 11387
281964, 11387
26444, 11354
218274, 11339
226216, 11339
260021, 11339
270462, 11339
231533, 11334
263636, 11334
270725, 11316
86947, 11300
95743, 11283
276343, 11186
35673, 11079
40849, 11026
41850, 11026
136826, 11010
158577, 10991
244476, 10991
241567, 10984
209348, 10910
185485, 10897
236160, 10879
285377, 10879
143411, 10869
209230, 10869
273277, 10869
289078, 10869
184373, 10866
202817, 10843
258692, 10788
221293, 10772
232428, 10772
242700, 10772
266471, 10732
61841, 10666
285192, 10619
125901, 10614
94315, 10599
201456, 10588
238059, 10505
280524, 10505
195438, 10499
270770, 10390
63923, 10387
103058, 10387
107892, 10387
251292, 10387
293316, 10387
138853, 10367
261403, 10363
259909, 10347
80294, 10298
26858, 10290
51469, 10290
58302, 10290
83640, 10290
90130, 10290
180907, 10289
221952, 10289
234216, 10289
240617, 10289
258392, 10289
264451, 10289
285207, 10289
125428, 10269
131952, 10268
163399, 10265
251080, 10265
55388, 10250
135566, 10248
36400, 10233
260226, 10233
289688, 10233
50945, 10224
57611, 10224
54791, 10206
268151, 10197
185199, 10191
266227, 10191
235342, 10186
92446, 10181
229807, 10181
236944, 10181
169619, 10180
239036, 10178
272513, 10178
68858, 10174
191630, 10174
201961, 10174
255293, 10174
262102, 10174
50994, 10154
213538, 10154
122179, 10146
48902, 10139
294051, 10139
138841, 10134
167801, 10134
182835, 10134
180805, 10129
185180, 10129
206539, 10129
259755, 10129
260033, 10129
268904, 10129
150042, 10092
265931, 10092
78078, 10073
274619, 10073
49153, 10069
180877, 10069
210324, 10069
212398, 10069
238924, 10069
142890, 10067
157566, 10067
232758, 10067
295232, 10050
153203, 10041
188616, 10041
78223, 10039
242840, 10039
43799, 10034
257992, 10034
243324, 10029
255904, 10029
276089, 10029
253747, 10017
276787, 10017
260460, 10012
118779, 10005
178773, 10005
137133, 10002
230703, 10002
269590, 9995
176973, 9975
53683, 9971
98368, 9971
172476, 9971
181091, 9971
257442, 9971
193497, 9964
219254, 9964
286002, 9964
155127, 9962
88093, 9957
61950, 9950
286578, 9950
3442, 9944
150383, 9944
226379, 9944
286154, 9944
288937, 9944
21401, 9942
83636, 9942
87844, 9942
144250, 9942
160147, 9942
214338, 9942
261186, 9942
281883, 9942
293333, 9942
293782, 9942
152229, 9936
209152, 9933
277752, 9933
283671, 9930
254505, 9920
196936, 9917
89521, 9906
103691, 9900
118965, 9900
208687, 9900
210704, 9900
242090, 9900
271944, 9900
53754, 9898
202114, 9898
126594, 9883
131095, 9883
212424, 9883
245647, 9883
249191, 9883
286956, 9883
260778, 9882
152892, 9878
52807, 9868
194174, 9867
123685, 9866
223193, 9866
51617, 9858
85408, 9858
240145, 9858
169212, 9855
202720, 9855
238116, 9855
247433, 9855
249060, 9855
288001, 9855
127064, 9840
69682, 9839
109349, 9839
123196, 9839
135355, 9839
142799, 9839
180977, 9839
161559, 9827
128963, 9795
250502, 9789
194918, 9779
60139, 9778
145177, 9778
227426, 9778
61703, 9770
85941, 9770
236572, 9770
44465, 9769
193792, 9769
223153, 9769
288458, 9769
38130, 9763
214319, 9754
273165, 9752
54231, 9745
75752, 9745
234543, 9745
105963, 9730
189140, 9730
290838, 9730
216907, 9729
258323, 9729
222499, 9728
107687, 9707
274228, 9707
288576, 9707
60160, 9704
70640, 9704
158228, 9704
164211, 9704
172177, 9704
202526, 9704
217582, 9704
229993, 9704
243048, 9704
271518, 9704
274692, 9704
82552, 9689
185630, 9689
163839, 9688
95901, 9680
194441, 9680
208241, 9680
149921, 9664
261959, 9655
246681, 9653
66534, 9637
161921, 9637
209467, 9637
210818, 9635
255979, 9622
71239, 9610
73596, 9610
98128, 9610
156937, 9610
216286, 9610
158207, 9602
240877, 9602
92316, 9582
100020, 9582
242002, 9582
104942, 9575
157258, 9575
169790, 9575
179205, 9575
231218, 9575
266784, 9575
134848, 9569
130306, 9535
181120, 9524
262398, 9524
218029, 9520
267003, 9509
80521, 9505
107264, 9505
134819, 9505
150234, 9505
86989, 9495
166506, 9484
167265, 9479
216387, 9468
213734, 9464
223255, 9464
219113, 9460
261190, 9459
289735, 9459
100917, 9454
146099, 9454
267230, 9454
187342, 9452
160940, 9442
148094, 9433
245635, 9433
160446, 9416
189019, 9416
250886, 9389
283029, 9389
285102, 9389
173360, 9378
277575, 9378
78213, 9369
83031, 9369
59205, 9361
63352, 9359
64150, 9338
82965, 9337
214445, 9335
244393, 9335
246697, 9335
178645, 9330
192313, 9330
286979, 9330
181109, 9326
278585, 9321
148490, 9303
163316, 9300
200527, 9300
224847, 9300
234167, 9300
263777, 9298
172809, 9296
214496, 9296
196507, 9284
80882, 9279
139560, 9277
184749, 9276
187199, 9272
159654, 9255
199276, 9224
131654, 9223
140514, 9223
154907, 9223
51025, 9221
51808, 9221
102469, 9221
103009, 9221
130862, 9221
151610, 9221
160110, 9221
171171, 9221
189187, 9221
266164, 9221
281412, 9221
205694, 9213
122251, 9211
82287, 9207
133730, 9207
142233, 9207
227809, 9207
233387, 9207
291906, 9207
240454, 9198
244972, 9198
287122, 9198
34495, 9190
260554, 9188
77477, 9182
174375, 9176
20548, 9172
143081, 9172
214390, 9169
20059, 9163
43203, 9163
57558, 9163
102186, 9163
105835, 9163
134229, 9158
241033, 9158
176585, 9157
199108, 9157
231352, 9157
151596, 9141
258077, 9141
162826, 9140
101779, 9123
175171, 9123
266591, 9114
32101, 9112
34530, 9112
51209, 9112
92454, 9112
157925, 9112
172657, 9112
173699, 9112
274912, 9112
54643, 9108
116811, 9107
140624, 9107
176218, 9107
194872, 9101
215436, 9101
181904, 9092
65977, 9089
70662, 9089
77977, 9089
